"Nombre";"Especialidad";"Subespecialidad";"Web";"Telefono";"Email";"Direccion_Zona";"Valoracion_Google";"Numero_resenas";"Usa_Google_Ads";"GBP_optimizado";"Oportunidad_detectada";"Puntuacion_0_100";"Prioridad";"Tiene_web";"Resumen_web";"DAFO_fortalezas";"DAFO_debilidades";"DAFO_oportunidades";"DAFO_amenazas";"LinkedIn_URL";"LinkedIn_decision";"Fuente"
"Clinica Dental J. Queralto","Dental","954 62 67 06","clinicaqueralto.com","Ramon Carande, 15","","",
"CENTRO DENTAL GA DE DIEGO","Dental","624 12 22 28","centrodentalgarciadediego.com","C/ Asuncion, 28","","",
"Clinica ASISA Dental","Dental","954 92 65 64","asisadental.es","C. Espinosa y Carcel, 19","","",
"Koresdent - Clinica Dental Maria Victoria Alfonso","Dental","954 64 58 18","koresdent.es","C. Vermondo Resta, 10, Manz. 2 Loc. 8","","",
"Clinica dental Manuel Dominguez Andujar","Dental","954 45 25 39","clinicadentaldominguezandujar.com","Av. Flota de Indias, 24, 2oB","","",
"Clinica Dental Caser Sevilla","Dental","954 59 61 20","clinicasdentalescaser.es","Av. San Francisco Javier, 15","","",
"DEIMPLANT","Dental","955 44 39 72","deimplant.com","Av. Cristobal Colon, 29","","",
"Consulta Dr. Julian Conejo-Mir","Dermatologia","954 27 47 37","julianconejomir.es","Av. de la Republica Argentina, 32, bajo","3,8","111",
"Clinica Cantalejo","Dermatologia","666 01 47 13","clinicacantalejo.es","C. San Bernardo, 52, B-2-1","4,7","78",
"Francisco Camacho Martinez","Dermatologia","954 27 18 51","","Av. de la Republica Argentina, 22","3,7","18",
"Dermofit - Dra. Garcia Hernandez","Dermatologia","954 45 17 07","dermofit.es","C. Evangelista, 69-71, portal 13, bajo","4,2","85",
"Bueno Montés José","Dermatologia","954 27 00 25","","C. Virgen del Valle, 83","","",
"Dra. Lara Perez Naranjo","Dermatologia","669 98 69 50","doctoralia.es/lara-perez-naranjo","C/ Marques del Nervion, 72","5,0","3",
"Dr. Miguel Angel Muñoz Perez","Dermatologia","955 10 43 11","doctoralia.es/miguel-angel-munoz-perez","C. Balbino Marron, 8, 5o Planta, Modulo 12","3,6","40",
"Dra Isabel Gata Gata","Dermatologia","954 23 99 53","","C. Fernando Villalon, 3, 3 E","3,6","23",
"Sevilladerm, Clinica Dermatologica","Dermatologia","954 57 14 68","sevilladerm.com","C. Luis Montoto, 130C","3,9","31",
"Rodriguez Pichardo Antonio","Dermatologia","954 27 49 86","","Ardilla, 11, bajo","","",
"Centro Medico Quironsalud Los Remedios (Dermatologia)","Dermatologia","954 33 01 00","quironsalud.es","Virgen de Lujan, 3","","",
"Miranza Virgen de Lujan - Oftalmologia","Oftalmologia","954 28 00 00","miranza.es","Gta. de las Cigarreras, 1","4,4","155",
"Clinicas Tecnovision - Oftalmologos Viamed Fatima","Oftalmologia","606 94 14 60","clinicastecnovision.es","Av. de la Palmera, 2","5,0","6",
"Area Salud Ocular","Oftalmologia","954 28 38 75","saludocular.com","Av. Pdte. Adolfo Suarez, 2","4,1","88",
"Clinica Oftalmologica Dr. Lorenzo Trujillo","Oftalmologia","954 53 03 05","clinicatrujillo.com","Virgen de Lujan, 6","4,7","28",
"Unidad de Oftalmologia Tecnolaser","Oftalmologia","954 61 33 00","hospitalfatima.es","Gta. de Mejico, 1","","",
"Aguayo Canela Alberto","Oftalmologia","954 28 38 75","","Av. Pdte. Adolfo Suarez, 2","4,0","4",
"Clinica Doctor Sixto Carrillo Sevilla","Oftalmologia","954 28 38 75","drsixtocarrillo.com","Av. Pdte. Adolfo Suarez, 6","5,0","3",
"Clinica Oftalvist (Buhaira)","Oftalmologia","954 93 39 30","oftalvist.es","Av. de la Buhaira, 31","4,8","1002",
"Doctor Juan Luis Garcia Madrona","Oftalmologia","954 28 38 75","drmadrona.es","Av. Pdte. Adolfo Suarez, 2","4,2","13",
"Clinica Oftalmologica Dr. Martin","Oftalmologia","954 63 22 33","clinicadoctormartin.com","Av. Ramon y Cajal 41, Edif. Capitol Portal 2, 1oA","4,9","318",
"Quirofanos Area Salud Ocular","Oftalmologia","954 99 07 99","saludocular.com","Av. Pdte. Adolfo Suarez, 6, 8","","",
"CLINICA OFTALMOLOGICA SAN BERNARDO - Dra. Merchante","Oftalmologia","954 53 76 53","sanbernardoclinica.com","Edif. Maestranza, C. Clara Campoamor s/n","4,4","32",
"Dr. Adrian Hernandez Martinez - OFTALVIST","Oftalmologia","901 01 01 90","dradrianhernandez.es","Av. de la Buhaira, 31","4,9","9",
"Baviera (Av. Palmera)","Oftalmologia","954 29 67 44","clinicabaviera.com","Av. de la Palmera, 37","4,7","503",
"Dra. Maria Gessa Sorroche","Oftalmologia","955 25 07 94","topdoctors.es","Gta. de las Cigarreras, 1","","",
"Instituto Oftalmologico Andaluz","Oftalmologia","954 45 93 00","ioftalmologicoandaluz.es","Av. de la Republica Argentina, 31","","",
"Clinica Oftalvist (Ramon y Cajal)","Oftalmologia","955 11 16 11","oftalvist.es","Av. de Ramon y Cajal, 35, 3a Planta","","",
"Miranza Tecnolaser - Oftalmologia","Oftalmologia","954 98 84 60","miranza.es","C. Juan Antonio Cavestany, 14","","",
"Centro Avanzado de Oftalmologia","Oftalmologia","954 93 76 76","centroavanzadodeoftalmologia.es","Av. de la Palmera, 53","","",
"Baviera (C. Enramadilla)","Oftalmologia","954 29 67 44","clinicabaviera.com","Cl. Enramadilla, 3","","",
"Dr. Francisco Trujillo Berraquero","Oftalmologia","955 01 16 78","topdoctors.es","Cardenal Bueno Monreal, 56","","",
"Dra. Maria Isabel Relimpio Lopez","Oftalmologia","954 27 36 07","amirasclinica.es","C/ Asuncion, 3, 1a","","",
"Dr. Damian Rial Valverde, Traumatologo","Traumatologia","955 04 03 63","drrialvalverde.com","Gta. de Mejico, 1","4,6","127",
"Unidad de Traumatologia Viamed Fatima","Traumatologia","956 61 33 00","viamedsalud.com","Gta. de Mejico, 1","","",
"Clinica COT","Traumatologia","954 27 47 62","clinicacot.com","Juan Ramon Jimenez, 29","4,3","115",
"Unidad de Traumatologia y Medicina Deportiva","Traumatologia","954 61 33 00","","Av. de la Palmera, 2B","2,0","4",
"Dr. Cecilio Neila Matas","Traumatologia","954 28 26 36","topdoctors.es","C. Monte Carmelo, 71","5,0","6",
"Dr. Jose Cardenas Clemente","Traumatologia","955 01 16 77","topdoctors.es","C. Virgen del Valle, 31","3,0","4",
"Rafael Muela Velasco","Traumatologia","954 27 47 62","","Juan Ramon Jimenez, 29","4,0","22",
"Dra. Angela Tatay Diaz","Traumatologia","955 01 16 62","topdoctors.es","C. Progreso, 39","4,0","4",
"Clinica Beiman Sevilla","Traumatologia","954 08 97 03","clinicabeiman.es","Gta. de las Cigarreras, 1, Local 3","3,9","265",
"Ripoll y de Prado Traumatologia y CO","Traumatologia","954 23 61 19","ripollydeprado.com","Av. de Ramon y Cajal, 31-35","5,0","43",
"Dr. Miguel Angel Roman Canada - Pie y Tobillo","Traumatologia","619 31 23 78","drromancirugiapieytobillo.com","C. Diego de Riano, 4, 1oA","","",
"Dr. Francisco Javier Martin Ramos","Traumatologia","648 45 66 61","traumaspine.com","Ramon Carande, 5","","",
"Dr. Manuel Rovira","Traumatologia","651 60 72 38","manuelrovira.com","Av. Virgen de Lujan, 31","","",
"Traumatologo Ponce deLeon","Traumatologia","954 27 47 79","","Av. Flota de Indias, 6","","",
"Dr. Javier Sanchez de la Vega - Urologo Privado","Urologia","617 56 02 67","sanchezdelavega.es","Av. de la Palmera, 2","4,4","29",
"Unidad de Urologia Viamed Fatima","Urologia","956 61 33 00","viamedsalud.com","Gta. de Mejico, 1","","",
"Dr. Antonio Medina Gonzalez","Urologia","854 61 24 97","topdoctors.es","C. Virgen de Robledo, 3","3,5","12",
"Dr. Alberto Garcia Escuder","Urologia","854 61 10 61","topdoctors.es","Gta. de Mejico, 1","3,3","7",
"Dr. Ruben Campanario Perez","Urologia","854 61 24 97","topdoctors.es","C. Virgen de Robledo, 3","","",
"Dr. Francisco Rivera Muñoz","Urologia","854 61 26 17","topdoctors.es","C. Rafael Salgado, 3","4,5","8",
"Dr. Daniel Perez Fuentes","Urologia","602 62 68 53","viamedsalud.com","Av. de Jerez, 59","5,0","27",
"Clinica Londres (Los Remedios)","Medicina Estetica","954 91 17 68","clinicalondres.es","Av. Pdte. Adolfo Suarez, 20, Local Bajo","","",
"Virelle Medicina Estetica","Medicina Estetica","680 34 53 16","","Cardenal Bueno Monreal, 56","","",
"Clinica Doctor Ortiz","Medicina Estetica","954 28 60 18","clinicadoctorortiz.es","Av. Pdte. Adolfo Suarez, 26","","",
"Clinica Imedic","Medicina Estetica","660 22 86 15","clinicaimedic.es","C. Virgen de la Consolacion, 18","","",
"AesthetiClinic","Medicina Estetica","669 13 64 71","clinicamedicinaesteticasevilla.es","Av. de la Republica Argentina, 46","","",
"CLINICAS ATHENEA","Medicina Estetica","647 73 36 15","clinicasathenea.com","Policlinica Los Remedios, Virgen de Lujan, 31","","",
"Clinica Doctora Garcia","Medicina Estetica","954 61 87 80","clinicadoctoragarcia.es","Cardenal Bueno Monreal, 8","","",
"Dr. Perez-Cerezal","Medicina Estetica","955 13 14 01","drperezcerezal.es","Av. Pdte. Adolfo Suarez, 10","","",
"Centro Medico Estetico Sevilla Los Remedios","Medicina Estetica","954 04 50 82","centromedicoesteticosevillalosremedios.es","Av. de la Republica Argentina, 1, Local 2","","",
"Dra Isabel Durban","Medicina Estetica","696 87 20 67","doctoradurban.es","Hospital Viamed Fatima, Gta. de Mejico, 1","","",
"Clinica Vitaluz","Medicina Estetica","955 51 52 25","clinicavluz.com","Av. de la Republica Argentina, 20","","",
"ANTIAGING Maria Jesus Marquez","Medicina Estetica","657 22 27 65","","Virgen de Lujan, 26, Local 3","","",
"Clinica EGOS and Bloome Sevilla","Medicina Estetica","637 09 83 99","clinicaegos.com","Edif LA PERGOLA, Virgen de Lujan, 30, A","","",
"Clinicas Love Sevilla","Medicina Estetica","628 69 39 26","clinicaslove.com","Virgen de Lujan, 22","","",
"CLINICA EMME - Marpemedical","Medicina Estetica","634 72 71 12","clinicaemme.com","Calle Fernando IV, 27","","",
"METODORAIL","Medicina Estetica","607 87 21 05","metodorail.com","C. Sta. Rosa, 7","","",
"Clinica Reina Mercedes - Dra Chabrera","Medicina Estetica","954 61 26 40","clinicareinamercedes.com","Av. de la Reina Mercedes, 29","","",
"Meye Los Remedios","Medicina Estetica","854 88 20 48","meye.es","C. Virgen del Valle, 61","","",
"Clinica Cifuentes","Medicina Estetica","673 04 29 40","clinicacifuentes.com","CCViapol Center, C. Pirotecnia, sn, Local 5","","",
"Dr David Medina Varo","Medicina Estetica","954 61 33 00","doctormedinavaro.com","Paseo de la Palmera 2b","","",
